title,date_index0,date_index1,date_index10,date_index11,date_index12,date_index13,date_index14,date_index15,date_index16,date_index17,date_index18,date_index19,date_index2,date_index20,date_index21,date_index22,date_index23,date_index24,date_index25,date_index26,date_index27,date_index28,date_index29,date_index3,date_index30,date_index31,date_index32,date_index33,date_index34,date_index35,date_index36,date_index37,date_index4,date_index5,date_index6,date_index7,date_index8,date_index9
Monster House,13,26,54,31,30,39,44,54,41,26,29,30,38,31,31,43,27,20,22,19,19,26,34,21,27,28,19,22,22,27,35,37,28,36,58,93,100,87
Immortals,13,15,56,41,38,33,38,49,47,30,27,28,18,27,36,53,49,28,24,23,22,23,30,17,30,19,16,18,18,19,26,26,19,23,34,73,100,83
Hostage,23,20,45,39,48,33,44,100,57,69,31,46,34,55,76,50,67,38,39,26,31,46,29,19,39,20,0,18,20,24,44,49,24,27,31,60,84,85
Carriers,80,85,66,69,76,88,82,87,81,57,68,79,75,77,75,81,81,57,64,76,87,82,84,58,83,68,64,78,85,75,100,82,66,72,74,86,88,89
Flight of the Phoenix,17,0,67,79,49,34,100,71,90,66,71,83,25,47,21,52,86,17,26,21,21,33,62,20,46,25,10,19,15,16,0,30,67,32,33,84,53,69
Minions,50,56,69,66,62,60,63,75,72,62,60,56,61,52,54,61,59,46,44,42,42,43,48,50,49,39,41,38,37,39,45,44,51,59,65,84,100,95
Sucker Punch,15,16,67,48,51,55,51,62,67,39,32,28,18,28,29,39,39,24,21,19,18,21,25,19,27,16,15,14,16,17,19,20,20,27,40,80,100,93
The Angry Birds Movie,27,37,35,33,32,43,72,100,91,65,49,45,37,39,48,72,58,34,29,30,25,35,47,25,38,24,22,21,18,17,22,26,25,26,33,54,82,68
Fool's Gold,18,20,56,38,32,32,35,54,49,40,23,24,16,18,18,37,34,13,15,11,19,21,22,19,24,12,11,9,8,13,27,18,27,32,37,59,100,84
Funny People,21,24,70,45,40,38,38,52,43,30,25,24,23,23,23,28,25,18,17,16,17,18,19,17,21,15,15,14,15,20,21,17,22,28,37,85,100,100
The Kingdom,42,46,66,55,67,55,71,91,80,61,59,43,51,62,51,85,74,54,44,47,37,57,54,37,51,40,39,44,37,38,50,53,38,48,59,83,100,98
Talladega Nights: The Ballad of Ricky Bobby,0,26,24,56,65,16,18,50,49,33,17,33,0,33,17,24,23,15,31,0,16,34,46,0,0,15,0,15,15,0,0,22,32,16,50,35,50,100
Jarhead,26,23,40,28,36,16,26,37,25,16,10,8,30,9,11,17,12,5,8,7,4,8,8,27,8,6,4,5,4,5,10,6,35,43,45,92,100,73
The Simpsons Movie,26,32,55,44,40,35,33,44,40,26,24,22,37,21,18,23,24,16,14,14,16,13,19,36,18,13,12,9,9,10,14,13,37,48,60,84,100,90
Two Brothers,42,26,76,56,37,33,35,31,71,49,41,20,55,55,42,56,34,18,40,0,17,31,31,35,30,31,20,29,32,66,53,74,50,33,69,100,70,90
The Village,20,17,68,42,32,34,28,32,31,26,20,19,23,18,17,24,21,19,17,18,17,20,23,22,29,21,18,19,21,21,20,23,26,29,40,80,100,78
Shrek 2,19,23,100,77,57,52,41,40,42,72,81,62,30,46,34,34,38,52,56,30,36,29,34,35,38,50,51,32,33,41,37,35,28,30,38,44,55,61
Cars,67,73,80,82,75,81,78,86,95,84,73,74,71,77,80,97,92,81,77,79,79,79,91,75,90,78,77,78,77,82,93,100,71,71,71,79,94,97
The SpongeBob Movie: Sponge Out of Water,6,9,31,20,15,14,24,65,59,35,24,25,8,18,27,34,30,16,11,13,10,10,14,9,15,7,7,8,9,10,10,11,8,9,13,37,100,83
Inglourious Basterds,11,18,60,41,36,31,36,36,42,25,20,24,20,22,21,31,31,22,17,16,13,12,22,16,20,11,10,9,9,9,13,15,18,25,37,67,100,82
Hercules,31,35,63,57,56,52,61,80,81,56,49,46,38,42,42,56,54,39,38,35,37,38,46,36,44,31,31,31,33,38,42,43,42,51,58,83,100,91
S.W.A.T.,17,17,64,63,27,52,33,88,79,83,43,24,10,24,19,85,43,61,30,24,24,39,79,25,55,49,26,30,27,22,57,50,22,29,23,73,100,88
Lady in the Water,19,25,47,29,32,26,29,30,37,23,17,19,18,15,9,20,19,12,12,13,12,11,15,23,20,13,10,9,9,8,8,9,23,40,46,94,100,59
AVP: Alien vs. Predator,11,0,10,10,0,0,11,0,16,9,0,0,0,9,20,0,15,9,0,0,0,0,15,0,31,0,0,0,9,10,0,0,10,20,10,32,100,17
Alvin and the Chipmunks: The Squeakquel,19,20,92,100,67,69,69,52,76,67,60,34,26,27,23,20,24,37,32,13,13,15,14,36,15,27,28,21,16,11,12,12,37,39,56,86,81,79
Olympus Has Fallen,13,16,59,44,42,38,51,58,54,34,28,27,19,28,33,46,44,30,22,22,23,29,40,18,41,22,20,23,25,33,40,41,19,25,34,67,100,86
Battle Los Angeles,15,16,55,44,41,39,42,59,52,29,24,23,21,29,28,38,34,19,17,16,15,20,44,18,45,24,21,18,17,17,25,25,19,23,34,58,77,100
Big Fish,70,44,79,48,41,40,44,78,87,46,34,37,59,26,50,75,61,50,39,27,30,45,61,78,51,26,29,22,22,42,52,26,26,35,46,75,90,100
Wolf,85,88,93,94,86,82,83,88,88,89,100,84,95,81,81,80,82,86,92,87,82,84,81,96,87,92,92,84,80,85,81,90,98,86,83,82,84,83
War Horse,28,27,58,61,55,58,65,56,40,32,33,43,30,59,80,89,63,50,47,61,76,80,53,28,41,34,33,38,54,51,30,37,33,40,47,91,100,73
The Monuments Men,26,22,60,51,48,48,77,99,96,62,37,41,30,45,62,84,72,43,35,32,35,46,58,21,52,32,26,24,24,28,37,35,32,35,58,76,100,93
Wall Street: Money Never Sleeps,20,27,58,44,43,41,44,62,49,33,29,39,32,31,38,46,49,29,19,14,23,28,35,25,33,15,15,22,16,23,72,94,34,38,49,80,100,100
Dracula Untold,48,58,57,43,40,41,53,70,62,36,32,30,56,28,34,45,41,27,25,23,25,32,47,38,45,26,22,22,19,33,81,80,38,43,47,75,100,91
Stardust,25,34,71,61,56,48,46,60,63,45,43,33,37,32,39,53,48,37,29,35,27,30,40,27,42,40,32,23,23,33,41,34,38,41,48,84,100,97
The Dilemma,26,27,65,51,34,34,63,89,67,33,28,28,20,28,40,58,45,28,24,23,19,27,48,25,38,19,18,21,16,29,27,30,30,35,40,81,100,82
Doom,39,48,56,50,51,53,57,73,70,44,47,37,50,41,41,54,54,34,32,34,29,28,45,35,45,25,30,25,25,32,44,36,42,46,50,70,99,100
Underworld: Awakening,14,21,63,44,39,36,42,51,48,32,25,24,21,23,27,37,36,23,19,18,18,23,32,18,26,18,24,43,39,40,46,42,23,25,31,73,100,87
Rock of Ages,21,29,62,44,43,42,47,54,49,36,31,28,31,24,29,39,30,22,22,21,18,21,21,30,19,14,13,13,13,11,14,14,32,38,45,93,100,90
Killer Elite,20,31,74,52,49,50,62,82,74,45,41,40,35,35,42,61,57,34,32,31,29,36,45,27,43,30,27,24,29,35,50,47,32,28,36,79,99,100
Legends of Oz: Dorothy's Return,0,0,0,25,0,0,0,0,0,25,0,0,0,0,29,100,0,0,0,0,0,29,0,0,33,0,0,0,0,0,0,34,25,25,0,26,29,0
Blackhat,14,15,71,36,30,27,37,57,47,26,19,21,20,17,18,22,20,14,12,15,13,18,27,16,25,13,11,12,12,12,16,15,19,35,41,69,100,85
Sky Captain and the World of Tomorrow,21,14,54,53,19,19,15,36,52,21,37,11,18,28,21,53,21,16,5,16,17,18,9,21,34,17,14,13,11,23,4,25,38,39,29,100,82,88
Basic Instinct 2,29,40,59,43,38,35,37,42,39,24,24,22,42,20,28,28,27,22,17,11,14,16,22,38,14,10,9,8,8,13,13,14,53,66,65,100,99,86
Escape Plan,21,26,57,54,53,47,59,72,68,41,37,38,26,33,39,48,48,32,25,29,27,31,43,27,42,24,21,24,23,29,40,38,25,34,45,78,100,88
The Legend of Hercules,17,18,55,44,36,47,55,75,80,60,51,43,26,54,53,66,60,33,45,33,38,49,59,23,47,40,37,26,23,39,45,57,28,37,51,91,100,93
The Twilight Saga: Eclipse,10,25,91,92,63,61,45,49,48,53,46,37,28,24,29,32,29,42,39,29,23,29,18,28,24,24,29,26,23,18,22,25,32,35,43,67,100,92
Despicable Me,14,16,62,52,50,42,52,66,63,39,33,31,17,30,34,48,46,26,24,21,26,24,31,17,33,20,19,19,17,19,22,26,24,28,34,72,100,85
Ted 2,16,23,66,52,47,42,50,56,55,41,39,40,30,38,43,68,71,52,45,46,40,43,58,22,64,39,38,33,30,34,43,49,25,32,50,83,100,97
Agora,68,56,84,81,76,75,84,88,86,75,66,66,56,72,69,78,76,70,63,65,68,73,62,64,70,56,68,63,58,62,76,66,69,72,83,98,100,99
Hall Pass,16,15,64,45,51,49,58,84,84,59,53,43,15,46,52,71,72,42,38,37,32,36,47,19,51,32,28,26,26,32,45,45,21,27,30,65,100,98
The Finest Hours,12,14,33,27,29,32,55,100,62,33,35,34,21,31,41,58,58,32,21,20,17,29,45,22,30,19,13,16,13,18,25,21,21,23,35,64,78,61
Body of Lies,15,15,62,44,39,43,63,79,51,38,23,26,22,26,40,49,44,26,21,17,19,25,39,26,32,25,14,17,17,24,41,37,28,34,42,74,96,100
Dinner for Schmucks,16,14,62,45,43,43,42,47,54,28,25,23,17,22,24,29,31,21,18,14,17,19,22,15,22,15,12,11,11,16,23,18,21,22,31,80,100,91
Abraham Lincoln: Vampire Hunter,24,25,52,49,40,33,31,41,41,29,23,27,28,24,25,31,31,22,19,20,19,24,32,31,33,20,16,17,18,17,19,18,34,42,51,87,100,82
The Last Legion,18,26,57,52,29,28,31,47,39,26,21,19,26,13,17,16,25,19,10,7,13,11,11,26,15,5,11,4,6,11,16,12,27,30,32,92,100,78
Need for Speed,36,44,67,55,53,53,62,81,80,53,48,47,45,45,50,63,64,41,35,37,38,39,56,34,54,35,32,32,33,39,50,52,36,41,47,71,100,96
Lincoln,82,86,82,72,73,68,83,98,89,71,65,63,78,61,67,70,73,68,62,60,62,64,70,72,64,62,60,60,64,61,60,60,68,61,67,77,100,89
Total Recall,20,21,67,52,47,43,43,55,54,37,38,38,23,33,35,39,44,30,29,29,32,31,38,24,42,27,22,29,22,23,30,28,25,35,57,89,100,89
Les Misérables,24,31,57,58,71,50,59,59,58,54,73,70,21,51,44,34,75,78,100,100,81,65,63,35,50,60,85,78,59,46,37,48,29,29,41,56,77,67
Step Brothers,18,23,64,53,42,45,47,56,54,45,37,29,19,26,29,28,28,22,23,20,18,22,25,16,24,16,15,12,14,13,18,19,21,19,24,70,100,77
Due Date,23,20,57,47,47,44,48,63,56,38,30,31,23,29,35,43,41,30,28,29,27,34,41,26,39,29,26,25,25,27,34,31,33,31,39,80,100,89
Unbroken,16,16,75,55,50,49,59,57,58,47,28,23,14,25,31,38,53,46,27,21,22,25,29,19,38,40,26,20,16,16,18,26,21,24,34,93,100,92
World Trade Center,33,41,100,84,64,47,53,53,49,52,68,48,57,37,31,33,32,36,35,34,31,25,34,48,27,35,52,53,43,48,57,87,51,50,46,85,90,86
The Dictator,28,29,100,94,55,44,39,39,41,53,54,37,39,30,25,25,29,39,39,26,24,22,22,39,24,29,26,18,18,17,17,19,38,35,42,77,84,89
Focus,63,57,83,77,78,78,84,92,92,79,76,73,63,76,81,94,100,87,82,76,74,81,87,65,81,76,80,75,83,78,79,78,68,68,78,86,92,85
This Means War,22,28,65,47,39,39,53,78,68,42,33,31,28,33,46,66,56,32,26,28,29,35,50,30,45,27,25,22,27,31,43,41,46,45,37,63,96,100
Blade: Trinity,20,42,100,70,54,36,35,33,34,48,37,30,31,33,27,31,49,32,37,27,29,23,28,46,29,40,50,20,24,31,25,27,60,48,26,58,68,68
Resident Evil: Retribution,18,20,68,43,41,40,43,56,48,37,27,27,25,26,32,45,45,26,25,24,18,22,32,20,28,18,14,15,16,17,20,19,25,30,38,65,92,100
Death Race,19,19,79,62,56,55,54,70,62,50,40,34,20,32,43,55,56,40,32,29,27,35,60,23,82,53,35,39,40,39,55,55,34,29,35,65,99,100
We Are Marshall,24,33,36,62,64,49,63,59,72,58,35,28,39,31,27,27,41,25,21,10,17,20,25,43,33,22,12,6,11,11,27,16,46,42,37,100,96,61
"I, Frankenstein",14,21,56,46,50,48,38,58,44,26,28,34,12,25,42,35,39,29,26,20,15,31,22,23,30,18,19,5,14,17,20,15,24,32,44,100,87,60
Oliver Twist,43,43,43,46,29,51,49,65,67,43,44,53,44,38,54,52,50,48,43,60,52,68,100,43,77,61,58,60,51,51,68,52,26,41,47,57,63,48
Elektra,36,30,54,50,40,42,40,64,55,45,42,33,49,37,45,62,58,41,35,33,30,29,34,44,52,30,31,31,29,19,27,35,41,44,59,100,86,80
Sin City: A Dame to Kill For,23,25,74,53,40,43,43,40,36,31,28,21,26,24,29,42,35,24,17,15,21,20,19,29,22,15,17,10,16,21,22,26,31,45,52,98,100,97
Everest,73,96,62,55,51,45,52,69,68,43,37,35,89,34,39,51,52,37,30,30,28,29,35,63,36,25,25,24,24,36,50,49,61,63,65,80,100,99
Perfume: The Story of a Murderer,22,79,25,48,40,41,52,57,0,32,16,32,30,32,43,67,100,16,31,24,41,0,34,29,54,46,46,0,24,33,34,22,74,53,34,27,47,58
Astro Boy,25,34,50,49,44,41,46,59,72,41,31,36,43,35,40,62,60,24,21,32,25,28,45,26,30,24,20,30,20,27,31,32,33,38,37,74,100,92
Dragon Blade,28,36,78,55,41,47,43,59,76,45,49,38,34,40,51,53,64,33,31,31,34,36,46,35,48,33,27,33,27,33,37,47,43,45,44,66,100,77
Littleman,46,100,85,0,0,44,23,0,99,64,0,22,68,0,23,33,0,0,42,42,21,0,32,21,97,0,21,21,21,69,32,0,0,0,0,0,68,34
The Love Guru,14,14,44,37,25,24,30,35,39,25,29,21,16,16,14,20,26,15,12,18,33,30,37,17,29,14,14,14,14,11,14,15,22,20,27,66,100,81
The Hateful Eight,51,55,98,75,53,49,49,44,63,83,71,54,81,34,36,41,49,62,59,39,32,28,29,79,30,44,37,25,23,25,28,27,84,68,63,68,75,100
Blades of Glory,16,14,63,43,41,40,53,60,59,46,33,32,17,29,30,44,40,23,18,19,18,18,28,17,23,15,12,11,12,12,18,18,20,25,34,82,100,85
Hop,64,70,71,69,70,70,73,90,84,65,68,66,70,67,73,85,81,67,70,69,75,83,86,65,84,66,64,62,59,60,67,62,67,68,71,84,100,92
300,28,33,80,62,63,58,62,69,69,60,54,57,36,59,70,89,87,64,52,50,52,56,66,32,65,51,46,48,52,57,56,59,34,35,42,80,100,96
Meet the Fockers,14,26,78,75,100,70,52,45,85,64,68,53,32,36,33,33,38,41,45,36,30,27,27,29,33,44,42,49,22,22,27,28,48,34,48,69,74,94
Marley & Me,26,22,90,99,96,71,89,89,78,71,71,51,23,38,44,41,67,61,30,24,23,18,29,20,36,42,28,14,18,16,21,34,22,23,29,56,100,87
Wild Hogs,31,47,77,37,41,34,46,68,74,44,30,32,30,34,45,60,61,35,30,25,29,32,40,22,40,31,26,18,24,29,39,38,21,21,28,60,84,100
Chicken Little,32,30,63,47,72,57,77,84,94,63,53,52,32,51,58,81,70,41,40,42,51,64,83,34,54,42,39,42,38,46,52,65,45,44,53,92,98,100
Gone Girl,16,17,63,46,48,45,55,76,74,52,38,34,18,31,38,53,51,33,26,24,24,30,39,17,37,24,21,20,19,24,41,37,22,31,45,76,100,89
2 Guns,18,25,65,46,42,42,42,61,55,38,36,35,28,34,36,50,44,31,26,27,24,25,35,23,33,23,19,22,19,23,28,31,28,30,42,82,100,96
Couples Retreat,22,19,62,43,34,41,48,58,57,31,24,23,24,21,25,42,36,24,17,15,14,22,24,21,30,20,14,10,16,20,28,23,27,29,40,80,100,79
Cheaper by the Dozen 2,21,28,87,53,94,67,73,50,87,81,100,75,33,57,26,31,43,72,55,26,20,24,29,39,11,25,39,35,21,16,13,17,44,32,22,60,49,79
The Scorch Trials,45,36,62,100,83,70,61,61,62,89,77,89,41,59,66,59,56,62,61,57,39,33,26,47,20,27,40,41,24,19,25,32,69,70,45,44,49,56
Eat Pray Love,27,27,61,44,41,43,41,48,50,32,26,25,32,24,24,31,31,21,19,17,17,18,23,31,25,22,17,15,16,18,23,22,37,45,57,94,100,85
RED,84,91,87,87,82,85,87,96,91,87,85,86,90,86,88,96,91,83,81,83,83,86,94,80,89,81,80,80,80,83,90,93,76,79,81,87,98,100
Collateral,36,34,72,59,52,53,49,57,55,49,44,45,31,38,38,42,46,38,37,35,35,34,38,48,37,37,32,33,35,34,39,40,49,43,36,60,88,100
Ladder 49,20,15,53,44,31,27,33,50,51,35,66,17,21,18,11,27,28,23,10,13,14,26,28,15,28,19,10,9,10,9,23,32,20,23,23,53,100,84
Jack Reacher,17,23,56,62,67,75,85,100,87,75,81,76,34,64,68,83,72,43,40,37,34,44,60,20,56,31,29,25,23,29,41,39,24,28,32,54,70,71
This Is It,16,19,79,79,57,46,38,33,37,47,42,28,22,26,25,23,22,27,26,18,21,19,17,27,18,21,20,18,17,16,15,19,30,33,47,100,85,72
Contagion,11,16,61,42,39,39,47,63,61,38,27,24,23,24,30,40,37,21,17,16,19,21,30,16,29,17,16,14,13,19,21,22,21,23,29,81,100,82
Coraline,18,22,48,34,35,34,40,68,66,43,35,25,15,23,34,56,45,30,23,17,20,21,36,15,33,21,13,13,12,15,19,21,18,22,28,70,100,83
The Happening,18,22,45,32,29,26,26,33,36,20,16,15,22,14,12,18,17,11,10,9,9,14,20,23,20,11,9,9,8,8,10,9,28,34,47,89,100,83
Man on Fire,11,9,47,27,32,28,41,79,54,35,28,22,11,12,22,34,43,26,16,18,13,14,31,15,31,16,10,10,13,14,23,23,16,25,23,56,100,93
The Shaggy Dog,24,11,33,52,33,38,36,88,100,36,33,22,37,29,39,64,65,7,32,18,15,36,28,7,49,18,25,18,11,0,11,44,11,41,26,67,65,48
ParaNorman,18,24,56,40,40,45,47,68,57,39,33,29,22,28,32,54,54,40,24,21,19,31,48,20,40,20,18,20,23,30,42,40,27,35,43,73,100,90
The Tale of Despereaux,24,30,60,70,67,89,92,88,69,48,42,54,30,100,89,69,76,52,27,29,44,27,52,34,46,28,20,16,16,21,32,30,42,40,44,91,95,87
Jack Ryan: Shadow Recruit,16,20,62,42,48,29,48,73,67,36,27,27,26,24,32,53,44,23,21,19,16,25,38,24,34,16,15,13,12,20,31,22,30,37,53,79,100,84
Joy,48,49,74,66,70,73,91,89,74,52,49,50,53,49,55,61,61,57,45,43,45,48,58,50,55,44,39,39,38,41,49,46,55,58,69,95,100,88
London Has Fallen,9,11,55,42,41,41,57,84,76,38,31,32,14,33,51,68,60,32,29,27,28,38,42,11,42,29,21,20,19,23,32,27,16,21,47,77,100,85
Shooter,15,18,22,20,21,19,18,21,22,20,21,20,17,100,29,23,23,22,21,22,22,20,24,16,20,20,20,19,18,19,22,21,19,21,17,18,26,24
The Boxtrolls,14,25,33,31,26,25,52,100,65,28,25,22,20,20,37,64,55,32,17,16,17,25,40,17,30,14,12,10,14,14,25,18,18,25,33,67,95,72
The Lego Movie,11,17,58,43,37,35,46,74,66,54,39,35,17,34,39,61,55,30,26,24,23,30,45,13,44,24,22,18,19,24,33,32,20,20,23,55,100,92
Miss Congeniality 2: Armed and Fabulous,92,100,0,0,0,93,94,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gangster Squad,18,22,52,40,39,36,41,56,51,35,28,26,27,27,27,44,45,27,22,26,34,32,42,21,40,23,21,21,21,25,34,35,29,38,42,82,100,84
Year One,34,37,59,53,47,43,42,57,52,35,36,29,35,31,33,37,38,30,31,30,31,34,28,37,29,30,22,24,22,21,27,27,45,47,59,92,100,89
Invictus,36,29,56,45,40,37,41,44,49,42,32,69,31,82,72,75,78,55,56,57,52,71,65,30,77,44,42,41,34,40,52,59,37,32,43,99,100,91
State of Play,10,13,50,38,43,33,52,79,95,45,28,34,16,38,61,65,59,39,26,26,26,32,48,19,46,22,19,21,28,28,30,26,21,20,26,78,100,80
Duplicity,13,15,44,39,38,30,41,73,53,25,29,28,16,28,43,55,48,22,25,23,23,44,56,18,46,29,17,21,17,23,33,22,20,28,35,80,100,79
Planet 51,15,22,53,40,53,53,78,100,88,47,42,37,24,37,45,73,65,39,38,31,29,38,87,20,89,43,42,38,37,39,56,49,20,23,33,58,85,75
Trouble with the Curve,23,26,38,24,33,30,37,58,44,21,19,15,24,16,17,37,32,20,16,15,11,15,26,23,15,11,8,10,11,11,22,12,29,30,38,100,96,60
Edge of Darkness,19,14,55,42,48,43,52,73,62,34,32,43,27,39,42,56,56,37,49,53,46,53,68,27,62,32,31,28,29,28,41,47,26,39,34,78,100,88
Righteous Kill,12,18,56,37,35,32,47,53,38,25,27,19,21,55,100,90,70,43,36,30,30,42,47,23,38,30,20,21,21,28,29,32,22,29,47,90,96,89
The Soloist,23,20,44,35,30,42,52,54,50,25,20,14,23,17,22,33,31,18,17,16,13,20,30,25,32,13,13,12,14,15,25,21,36,38,43,94,100,86
Garfield 2,4,12,19,30,23,8,25,61,59,37,34,45,12,28,44,32,100,41,26,32,16,46,91,15,43,42,31,46,28,56,86,55,8,31,25,43,43,37
xXx: State of the Union,17,18,20,19,31,13,38,81,77,18,29,44,24,11,8,65,18,22,7,25,22,12,25,30,12,15,4,11,12,0,13,6,11,23,23,38,50,100
Priest,37,42,56,50,43,43,47,54,51,43,36,35,46,54,45,47,47,35,35,33,49,60,73,37,68,51,41,40,37,38,50,48,38,51,52,80,100,84
The Avengers,46,60,79,54,48,40,41,54,57,38,29,28,63,28,27,35,36,25,19,18,18,19,27,53,29,24,17,14,14,15,19,22,50,43,45,79,100,99
The Black Dahlia,40,43,48,30,39,25,27,51,30,26,13,14,50,12,15,26,23,17,15,16,18,19,26,28,26,19,13,9,17,6,20,14,38,53,56,98,100,67
Flyboys,28,21,41,21,25,27,39,38,44,32,15,9,31,29,22,20,21,13,2,14,10,11,20,35,19,11,14,9,5,15,17,9,30,45,33,64,100,73
Winter's Tale,12,17,35,18,16,18,19,23,22,12,12,10,27,11,11,12,16,11,11,9,10,9,11,26,11,6,5,5,5,5,8,7,27,32,41,86,100,64
The Mortal Instruments: City of Bones,16,17,100,78,57,61,46,50,59,84,76,56,16,47,40,29,37,50,43,27,25,27,22,25,28,36,39,22,25,19,18,23,22,25,31,56,60,66
Meet Dave,15,20,75,66,58,47,47,68,53,36,32,30,23,45,79,91,82,48,42,38,32,36,41,19,55,34,30,27,29,25,48,40,25,34,36,62,97,100
Dark Water,16,11,42,37,44,41,41,46,57,29,19,25,18,21,34,38,48,26,17,18,18,13,30,15,19,17,16,12,17,14,8,27,23,25,33,80,91,100
Inkheart,26,46,46,41,31,40,39,65,61,34,34,25,31,34,36,51,47,23,24,19,23,25,33,25,33,24,13,18,20,25,31,35,25,35,44,71,100,83
The Spirit,33,38,72,69,57,57,83,80,80,71,44,41,46,41,37,34,45,40,31,30,29,22,25,43,29,32,25,27,24,25,25,33,44,41,49,79,93,100
Mortdecai,13,14,41,33,34,33,41,59,43,25,23,20,17,19,18,24,21,11,11,10,10,15,18,21,19,12,12,11,13,14,22,19,24,30,49,79,100,79
In the Name of the King: A Dungeon Siege Tale,0,36,51,26,0,26,41,70,0,26,25,51,36,0,41,70,68,37,75,100,39,27,35,27,70,0,39,0,26,27,35,34,26,0,53,55,35,52
The Great Raid,25,28,44,27,17,16,26,38,17,8,4,0,32,12,19,26,19,9,8,7,1,4,15,35,17,7,5,1,1,7,22,12,34,35,44,67,100,82
Deadpool,13,17,78,58,51,45,47,62,61,39,30,28,20,25,27,35,35,22,19,17,16,18,26,21,25,15,14,13,13,16,21,20,25,35,48,78,98,100
American Sniper,31,40,91,73,56,47,50,75,74,42,29,26,48,24,26,39,37,23,19,17,17,20,31,31,31,18,14,16,17,19,28,30,28,28,42,61,95,100
Goosebumps,19,27,48,37,34,37,51,71,64,39,33,32,22,36,55,73,65,36,28,27,25,34,51,23,46,22,24,28,20,26,41,33,23,32,43,72,100,87
Just Like Heaven,25,15,48,22,37,19,48,61,41,29,24,20,23,19,34,37,35,10,14,14,18,16,20,14,20,13,16,10,10,9,20,12,26,20,23,74,100,50
Leatherheads,21,8,46,25,35,44,38,60,42,26,15,19,20,20,23,29,38,12,12,8,13,14,18,18,10,10,8,6,3,9,7,15,26,34,49,97,100,87
The Ridiculous 6,2,5,48,38,33,24,20,23,22,13,12,13,4,12,13,15,14,12,10,9,9,12,11,3,10,6,5,5,8,6,7,7,2,4,7,48,100,89
Did You Hear About the Morgans?,16,20,78,56,17,51,36,33,73,58,25,42,19,60,81,80,67,44,44,74,73,22,63,7,54,35,48,41,64,52,92,72,29,23,54,98,71,100
The Internship,15,19,60,41,37,41,47,61,54,38,31,31,22,34,31,42,41,31,29,28,25,28,38,17,41,30,29,33,33,32,42,33,20,33,38,79,100,80
Resident Evil: Afterlife,21,26,68,49,45,44,49,61,52,32,25,26,30,26,28,39,38,23,19,16,19,19,28,28,27,14,14,16,25,23,30,26,27,29,38,65,94,100
Red Tails,21,25,52,27,19,20,27,33,35,20,14,15,25,13,17,24,20,11,11,10,10,11,15,17,13,8,8,7,7,9,12,11,22,28,36,65,100,74
That's My Boy,8,11,66,46,41,39,41,41,46,32,27,27,11,18,19,20,22,8,14,11,11,12,13,9,12,9,8,6,6,11,13,20,14,20,25,82,100,93
After the Sunset,58,36,26,28,34,24,47,52,71,31,32,21,44,21,27,36,49,21,16,22,14,15,25,9,34,18,14,17,16,4,23,9,0,44,19,54,100,64
Ghost Rider: Spirit of Vengeance,15,24,80,58,57,56,55,72,68,37,32,32,25,31,37,37,41,27,25,17,22,23,27,22,28,18,14,15,14,15,24,23,23,27,40,82,100,93
The Pacifier,13,39,65,37,30,20,24,50,74,35,10,28,12,18,27,38,39,47,31,17,36,41,28,14,49,31,26,18,23,20,39,34,22,24,18,63,100,81
Walking Tall,17,25,42,39,18,31,24,47,77,0,0,24,23,21,25,22,23,11,15,17,9,8,9,33,24,9,7,6,6,8,13,22,28,38,33,78,92,100
Alvin and the Chipmunks,25,42,68,57,49,54,71,100,96,90,71,59,37,54,58,62,63,67,59,40,40,39,57,27,44,30,28,23,26,29,41,38,33,29,38,58,100,94
Captain Phillips,15,21,65,43,41,40,56,89,85,48,35,38,28,39,48,68,69,43,33,35,30,43,59,21,55,32,24,23,25,29,45,45,20,27,34,60,100,98
Date Night,16,18,50,39,32,37,53,81,70,40,32,34,21,33,47,62,57,26,26,25,20,30,50,16,40,26,20,19,20,25,40,31,22,29,37,81,100,76
The Equalizer,16,21,61,44,43,42,60,81,71,41,35,34,21,34,46,69,64,36,28,26,24,33,47,17,45,22,18,19,18,25,37,31,20,30,39,71,100,95
The Pursuit of Happyness,16,27,87,65,35,36,92,87,77,85,83,64,37,89,58,52,73,65,83,83,53,66,85,39,100,72,72,53,46,50,70,71,28,32,29,69,100,96
Flightplan,17,18,76,34,31,36,43,66,42,49,23,20,20,28,15,46,50,42,15,26,27,28,47,8,51,27,26,27,34,46,92,54,10,20,17,71,100,85
Kill Bill: Vol. 2,27,10,89,43,44,41,45,23,54,32,45,30,90,25,37,24,18,14,14,22,14,24,18,0,26,17,5,13,22,15,14,18,0,31,57,76,87,100
Mr. Popper's Penguins,17,12,50,29,42,30,42,100,33,26,16,36,29,23,17,46,51,27,33,32,16,24,47,29,34,23,42,23,13,35,34,42,6,25,39,78,99,74
The Forbidden Kingdom,19,24,79,61,55,40,62,79,68,32,31,34,28,32,32,47,39,26,22,22,32,24,25,27,38,17,43,89,65,70,84,71,21,46,38,76,93,100
Free Birds,27,34,40,34,29,38,49,71,70,46,31,31,32,33,42,69,66,37,26,32,33,40,58,26,52,35,39,39,39,40,54,39,29,31,33,66,100,76
