,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
84,"Farrah Mackenzie, Channing Tatum, Jim O'Heir, Riley Keough",2 wins & 9 nominations.,"$27,696,504",USA,28 Nov 2017,Steven Soderbergh,,"Comedy, Crime, Drama",English,78,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.,https://ia.media-imdb.com/images/M/MV5BMTYyODg0NDU1OV5BMl5BanBnXkFtZTgwNjcxMzU0MjI@._V1_SX300.jpg,Fingerprint Releasing / Bleecker Street,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",18 Aug 2017,True,118 min,Logan Lucky,movie,http://loganluckymovie.com/,Rebecca Blunt,2017,tt5439796,7.1,"79,704"
85,"Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Vincent D'Onofrio",2 wins.,"$27,766,716",USA,02 May 2017,F. Javier Gutiérrez,,"Drama, Horror",English,25,A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in 7 days.,https://ia.media-imdb.com/images/M/MV5BNjU1NDAxNTg0MF5BMl5BanBnXkFtZTgwNzUxMjEwMTI@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",03 Feb 2017,True,102 min,Rings,movie,http://www.ringsmovie.com/,"David Loucka (screenplay by), Jacob Estes (screenplay by), Akiva Goldsman (screenplay by), David Loucka (story by), Jacob Estes (story by), Kôji Suzuki (based on the novel ""The Ring"" by)",2017,tt0498381,4.5,"28,962"
86,"Reese Witherspoon, Michael Sheen, Candice Bergen, Pico Alexander",N/A,"$26,353,346",USA,12 Dec 2017,Hallie Meyers-Shyer,,"Comedy, Drama, Romance",English,41,Life for a single mom in Los Angeles takes an unexpected turn when she allows three young guys to move in with her.,https://ia.media-imdb.com/images/M/MV5BNDMxNTQ0NjIwOV5BMl5BanBnXkFtZTgwODE5NjA5MjI@._V1_SX300.jpg,Open Road Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",08 Sep 2017,True,97 min,Home Again,movie,N/A,Hallie Meyers-Shyer,2017,tt5719700,5.7,"14,587"
87,"Will Ferrell, Amy Poehler, Jason Mantzoukas, Ryan Simpkins",1 win.,"$25,563,273",USA,10 Oct 2017,Andrew Jay Cohen,,Comedy,English,30,"After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.",https://ia.media-imdb.com/images/M/MV5BMTc0NDYwNzU2M15BMl5BanBnXkFtZTgwOTUxNDg0MTI@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30 Jun 2017,True,88 min,The House,movie,http://www.thehousemovie.com/,"Brendan O'Brien, Andrew Jay Cohen",2017,tt4481514,5.6,"24,402"
88,"Michelle Williams, Christopher Plummer, Mark Wahlberg, Romain Duris",Nominated for 1 Oscar. Another 10 nominations.,"$20,153,135","USA, Italy",10 Apr 2018,Ridley Scott,,"Biography, Crime, Drama","English, Italian, Arabic",72,The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,https://ia.media-imdb.com/images/M/MV5BNjY3Mjg0OTc1OF5BMl5BanBnXkFtZTgwNDU0MzAyNDM@._V1_SX300.jpg,TriStar Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",25 Dec 2017,True,132 min,All the Money in the World,movie,N/A,"David Scarpa, John Pearson (based on the book by)",2017,tt5294550,6.9,"33,981"
89,"Chris Evans, Mckenna Grace, Lindsay Duncan, Octavia Spencer",6 wins & 7 nominations.,"$24,799,765",USA,25 Jul 2017,Marc Webb,,Drama,English,60,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",https://ia.media-imdb.com/images/M/MV5BMjQ2NDU3NDE0M15BMl5BanBnXkFtZTgwMjA3OTg0MDI@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",12 Apr 2017,True,101 min,Gifted,movie,N/A,Tom Flynn,2017,tt4481414,7.6,"66,057"
90,"Matt Damon, Christoph Waltz, Hong Chau, Kristen Wiig",Nominated for 1 Golden Globe. Another 1 win & 14 nominations.,"$22,932,429",USA,20 Mar 2018,Alexander Payne,,"Comedy, Drama, Sci-Fi","English, Spanish, Vietnamese, Icelandic, Norwegian",63,"A social satire in which a man realizes he would have a better life if he were to shrink himself to five inches tall, allowing him to live in wealth and splendor.",https://ia.media-imdb.com/images/M/MV5BNDYxNDQ5OTYxOV5BMl5BanBnXkFtZTgwOTcyODkxNDM@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",22 Dec 2017,True,135 min,Downsizing,movie,N/A,"Alexander Payne, Jim Taylor",2017,tt1389072,5.7,"44,818"
91,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Doug Jones",N/A,"$22,377,458","USA, China",25 Apr 2017,Stacy Title,,"Horror, Thriller",English,37,Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,https://ia.media-imdb.com/images/M/MV5BMTcxOTE5NzQwNF5BMl5BanBnXkFtZTgwOTMzMTc1ODE@._V1_SX300.jpg,STX Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",13 Jan 2017,True,97 min,The Bye Bye Man,movie,N/A,"Jonathan Penner (screenplay by), Robert Damon Schneck (based on ""The Bridge to Body Island"" by)",2017,tt4030600,4.3,"13,391"
92,"Judi Dench, Ali Fazal, Tim Pigott-Smith, Eddie Izzard",Nominated for 2 Oscars. Another 3 wins & 10 nominations.,"$21,667,320","UK, USA",19 Dec 2017,Stephen Frears,,"Biography, Drama, History","English, Urdu, Hindi",58,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,https://ia.media-imdb.com/images/M/MV5BMjA4NzY1NTQ1Nl5BMl5BanBnXkFtZTgwMTM3NTY0MjI@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",06 Oct 2017,True,111 min,Victoria & Abdul,movie,http://focusfeatures.com/victoriaandabdul,"Lee Hall (screenplay by), Shrabani Basu (based on the book by)",2017,tt5816682,6.8,"17,245"
93,"Scarlett Johansson, Jillian Bell, Zoë Kravitz, Ilana Glazer",1 win & 1 nomination.,"$22,092,592",USA,05 Sep 2017,Lucia Aniello,,Comedy,English,51,Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,https://ia.media-imdb.com/images/M/MV5BODY1NDUzNzY4MV5BMl5BanBnXkFtZTgwNzc3NzcyMjI@._V1_SX300.jpg,Columbia Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",16 Jun 2017,True,101 min,Rough Night,movie,http://www.roughnightmovie.com,"Lucia Aniello, Paul W. Downs",2017,tt4799050,5.2,"30,725"
94,"Uzo Aduba, Ashleigh Ball, Adam Bengis, Emily Blunt",N/A,"$21,732,671","USA, Canada",09 Jan 2018,Jayson Thiessen,,"Animation, Adventure, Comedy",English,39,"After a dark force conquers Canterlot, the Mane 6 embark on an unforgettable journey beyond Equestria where they meet new friends and exciting challenges on a quest to use the magic of friendship to save their homeland.",https://ia.media-imdb.com/images/M/MV5BMmMxNWNhNjItZjhmMC00ZmViLThlYjItZDk5YTQ1MWZkOGM1XkEyXkFqcGdeQXVyNzY2ODYzOTU@._V1_SX300.jpg,Lionsgate,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",06 Oct 2017,True,99 min,My Little Pony: The Movie,movie,N/A,"Meghan McCarthy (story by), Joe Ballarini (story by), Meghan McCarthy (screenplay by), Rita Hsiao (screenplay by), Michael Vogel (screenplay by), Lauren Faust (based on the television series created by)",2017,tt4131800,6.2,"4,029"
95,"Dave Franco, James Franco, Seth Rogen, Ari Graynor",Nominated for 1 Oscar. Another 25 wins & 71 nominations.,N/A,USA,13 Mar 2018,James Franco,,"Biography, Comedy, Drama",English,76,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.",https://ia.media-imdb.com/images/M/MV5BOGNkMzliMGMtMDI5Ni00OTZkLTgyMTYtNzk5ZTY1NjVhYjVmXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,A24,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",08 Dec 2017,True,104 min,The Disaster Artist,movie,http://disasterartist.movie/,"Scott Neustadter (screenplay by), Michael H. Weber (screenplay by), Greg Sestero (based on the book ""The Disaster Artist: My Life Inside The Room,  the Greatest Bad Movie Ever Made"" by), Tom Bissell (based on the book ""The Disaster Artist: My Life Inside The Room,  the Greatest Bad Movie Ever Made"" by)",2017,tt3521126,7.5,"75,240"
96,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville, Julie Vollono",Won 1 Oscar. Another 46 wins & 93 nominations.,"$947,190","USA, UK",10 Apr 2018,Paul Thomas Anderson,,"Drama, Romance","English, French",90,"Set in 1950's London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",https://ia.media-imdb.com/images/M/MV5BMTUxODcwOTU2Nl5BMl5BanBnXkFtZTgwOTUzNjY2NDM@._V1_SX300.jpg,Focus Features,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",19 Jan 2018,True,130 min,Phantom Thread,movie,http://www.focusfeatures.com/phantom-thread,Paul Thomas Anderson,2017,tt5776858,7.7,"55,869"
97,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney",1 nomination.,"$20,757,977",USA,18 Apr 2017,Baran bo Odar,,"Action, Crime, Thriller",English,34,A cop with a connection to the criminal underworld scours a nightclub in search of his kidnapped son.,https://ia.media-imdb.com/images/M/MV5BNjEwMDAyOTM4OV5BMl5BanBnXkFtZTgwMzc4MjMyMDI@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",13 Jan 2017,True,95 min,Sleepless,movie,http://sleeplessmovie.com/,"Andrea Berloff (screenplay by), Frédéric Jardin (based on the film ""Nuit blanche"" written by), Nicolas Saada (based on the film ""Nuit blanche"" written by), Olivier Douyère (based on the film ""Nuit blanche"" written by)",2017,tt2072233,5.6,"21,190"
98,"Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",N/A,"$20,737,440",USA,08 Aug 2017,David Bowers,,"Comedy, Family",English,39,A Heffley family road trip to attend Meemaw's 90th birthday party goes hilariously off course thanks to Greg's newest scheme to get to a video gaming convention.,https://ia.media-imdb.com/images/M/MV5BYmMyZDRlNDktMDVmMS00Mjc2LThkNTctZWEyMTY2MjVjZmY5XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_SX300.jpg,20th Century Fox,PG,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",19 May 2017,True,91 min,Diary of a Wimpy Kid: The Long Haul,movie,http://www.foxmovies.com/movies/diary-of-a-wimpy-kid-the-long-haul,"Jeff Kinney (screenplay by), David Bowers (screenplay by), Jeff Kinney (based on the book by), Adam Sztykiel",2017,tt6003368,4.3,"4,086"
99,"Emma Watson, Ellar Coltrane, Glenne Headly, Bill Paxton",1 win & 1 nomination.,"$20,476,300","United Arab Emirates, USA",01 Aug 2017,James Ponsoldt,,"Drama, Sci-Fi, Thriller",English,43,"A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.",https://ia.media-imdb.com/images/M/MV5BMjY2OTM2Njc3Ml5BMl5BanBnXkFtZTgwNDgzODU3MTI@._V1_SX300.jpg,EuropaCorp / STXfilms,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",28 Apr 2017,True,110 min,The Circle,movie,http://wearethecircle.com,"James Ponsoldt (screenplay), Dave Eggers (screenplay), Dave Eggers (based on the novel by)",2017,tt4287320,5.3,"57,997"
100,"Michael Peña, Dax Shepard, Vincent D'Onofrio, Rosa Salazar",1 win & 1 nomination.,"$18,591,819",USA,27 Jun 2017,Dax Shepard,,"Action, Comedy, Crime","English, Spanish",28,"A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.",https://ia.media-imdb.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",24 Mar 2017,True,100 min,CHIPS,movie,http://chipsthemovie.com/,"Rick Rosner (based on the television series created by), Dax Shepard",2017,tt0493405,6.0,"29,179"
101,"Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly",3 nominations.,"$18,255,680",USA,06 Feb 2018,Joseph Kosinski,,"Biography, Drama",English,72,"Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",https://ia.media-imdb.com/images/M/MV5BYWFlOWI3YTMtYTk3NS00YWQ2LTlmYTMtZjk0ZDk4Y2NjODI0XkEyXkFqcGdeQXVyNTQxNTQ4Mg@@._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",20 Oct 2017,True,134 min,Only the Brave,movie,http://www.onlythebrave-movie.com/site/#,"Sean Flynn (based on the GQ article ""No Exit"" by), Ken Nolan, Eric Warren Singer",2017,tt3829920,7.7,"25,821"
102,"Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar",Won 1 Oscar. Another 82 wins & 196 nominations.,N/A,"Italy, France, Brazil, USA",13 Mar 2018,Luca Guadagnino,,"Drama, Romance","English, Italian, French, German, Hebrew",93,"In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",https://ia.media-imdb.com/images/M/MV5BNDk3NTEwNjc0MV5BMl5BanBnXkFtZTgwNzYxNTMwMzI@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",19 Jan 2018,True,132 min,Call Me by Your Name,movie,N/A,"James Ivory (screenplay by), André Aciman (based on the novel by)",2017,tt5726616,8.0,"96,832"
103,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer",5 wins & 30 nominations.,"$17,297,289",USA,19 Dec 2017,Darren Aronofsky,,"Drama, Horror, Mystery",English,75,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence.",https://ia.media-imdb.com/images/M/MV5BMzc5ODExODE0MV5BMl5BanBnXkFtZTgwNDkzNDUxMzI@._V1_SX300.jpg,Paramount Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",15 Sep 2017,True,121 min,Mother!,movie,http://www.mothermovie.com,Darren Aronofsky,2017,tt5109784,6.7,"113,364"
104,"Robert Jon Mello, Ed Helms, Retta, Zachary Haven",N/A,"$16,772,934",USA,03 Apr 2018,Lawrence Sher,,Comedy,English,22,"Upon learning that their mother has been lying to them for years about their allegedly deceased father, two fraternal twin brothers hit the road in order to find him.",https://ia.media-imdb.com/images/M/MV5BMjA3MDQ4MDI1M15BMl5BanBnXkFtZTgwMDYxMjcxNDM@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22 Dec 2017,True,113 min,Father Figures,movie,http://www.fatherfigures.movie/home,Justin Malen,2017,tt1966359,5.3,"6,393"
105,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford",2 wins & 3 nominations.,"$17,407,536","Czech Republic, UK, USA",04 Jul 2017,Niki Caro,,"Biography, Drama, History","English, German, Hebrew",57,"The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and animals during the German invasion.",https://ia.media-imdb.com/images/M/MV5BNTY3YmZmYmMtZjc3Zi00N2VjLWE5ZGMtN2M0ODkzOGQ5M2UyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTk1MTQ3NDI@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",07 Apr 2017,True,127 min,The Zookeeper's Wife,movie,http://www.focusfeatures.com/thezookeeperswife/,"Angela Workman (screenplay), Diane Ackerman (based on the book by)",2017,tt1730768,7.0,"24,286"
106,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia",5 wins & 6 nominations.,"$18,977,072",India,N/A,S.S. Rajamouli,,"Action, Drama, Fantasy","Telugu, Tamil, Hindi, Malayalam",N/A,"When Shiva, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",https://ia.media-imdb.com/images/M/MV5BODIxNGJjOTYtZDY3YS00N2YwLWEzMjUtNTY0OGE3MzgyNDRiXkEyXkFqcGdeQXVyMjQ1Mzg2ODE@._V1_SX300.jpg,Arka Media Works,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",28 Apr 2017,True,167 min,Baahubali 2: The Conclusion,movie,http://baahubali.com/,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue), Mankombu Gopalakrishnan (malayalam dialogue)",2017,tt4849438,8.4,"56,444"
107,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",1 win & 1 nomination.,"$17,238,739",USA,07 Nov 2017,Destin Daniel Cretton,,"Biography, Drama",English,56,A young girl comes of age in a dysfunctional family of nonconformist nomads with a mother who's an eccentric artist and an alcoholic father who would stir the children's imagination with hope as a distraction to their poverty.,https://ia.media-imdb.com/images/M/MV5BMTY2Nzk0MDE3Nl5BMl5BanBnXkFtZTgwOTI0ODc0MjI@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",11 Aug 2017,True,127 min,The Glass Castle,movie,http://www.TheGlassCastle.movie,"Destin Daniel Cretton (screenplay by), Andrew Lanham (screenplay by), Jeannette Walls (based upon the book by)",2017,tt2378507,7.1,"14,896"
108,"Ellen Page, Diego Luna, Nina Dobrev, James Norton",N/A,"$16,877,430","USA, Canada",26 Dec 2017,Niels Arden Oplev,,"Drama, Sci-Fi, Thriller",English,27,"Five medical students, obsessed by what lies beyond the confines of life, embark on a daring experiment: by stopping their hearts for short periods, each triggers a near-death experience - giving them a firsthand account of the afterlife.",https://ia.media-imdb.com/images/M/MV5BMTExMTk2ODk0NDNeQTJeQWpwZ15BbWU4MDMxNTExNjIy._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",29 Sep 2017,True,109 min,Flatliners,movie,https://www.facebook.com/FlatlinersMovie/,"Peter Filardi (story by), Ben Ripley (screenplay by)",2017,tt2039338,5.2,"23,418"
